order_id,customer_name,email,phone,product,category,quantity,price,order_date,status,country
1026,LINDA JONES,linda.jones@yahoo.com,838-297-6169,Webcam,,3.0,£418.37,2023-04-13,Pending,Germany
1381,WILLIAM MILLER,william.miller@gmail.com,5695387113,Webcam,mobile,3.0,431.12,10-11-2024,Returned,USA
1328,Jennifer  Miller,jennifer.miller@gmail.com,5326178101,Charger,Electronics ,1.0,£1139.49,2024/09/01,SHIPPED,UK
1493,John  Wilson,john.wilson@gmail.com,,Tablet,Audio ,1.0,£1083.71,01/01/2023,PENDING,Canada
1413,James Williams,james.williams@yahoo.com,(681) 659-2179,Headphones,Mobile ,1.0,857.7,05-27-2024,PENDING,Canada
1383,Michael Brown,N/A,,Speaker,COMPUTING,9.0,$1489.28,23 Jul 2024,SHIPPED,France
1464,Barbara  Johnson,barbara.johnson@outlook.com,(185) 312-9676,Monitor,,3.0,$49.2,10-01-2024,returned,France
1448,Robert Jones,robert.jones@outlook.com,,Charger,audio,19.0,1212.11,14/01/2024,RETURNED,UK
1402,Michael  Moore,michael.moore@yahoo.com,(142) 693-9520,Speaker,Electronics ,18.0,£1452.39,23/10/2023,delivered,UK
1275,Barbara Brown,barbara.brown@outlook.com,2845262258,Charger,ELECTRONICS,2.0,1023.56,02-08-2024,Returned,Germany
1147,LINDA GARCIA,linda.garcia@gmail.com,,Speaker,Mobile ,3.0,$175.46,01-03-2023,PENDING,Germany
1432,Linda  Miller,linda.miller@yahoo.com,(240) 385-2908,Phone,,1.0,£763.05,2024/04/09,DELIVERED,Germany
1257,JOHN MILLER,john.miller@gmail.com,,Charger,,3.0,£737.92,07-09-2024,RETURNED,USA
1041,Michael  Johnson,michael.johnson@outlook.com,3861337070,Charger,audio,1.0,£1471.49,07-11-2024,delivered,Germany
1325,Jennifer Davis,jennifer.davisyahoo.com,,Speaker,electronics,4.0,1139.62,2023-11-13,Cancelled,Canada
1474,MARY WILLIAMS,mary.williams@gmail.com,N/A,Phone,Mobile,1.0,298.66,28/03/2024,Cancelled,USA
1244,John  Garcia,john.garcia@outlook.com,646-408-2990,Tablet,audio,2.0,£238.3,10-24-2024,cancelled,Canada
1260,JAMES WILSON,james.wilson@gmail.com,N/A,Monitor,Electronics ,2.0,569.72,2023/11/27,delivered,USA
1083,BARBARA GARCIA,barbara.garcia@gmail.com,2467769540,Tablet,COMPUTING,5.0,$1423.04,03 Oct 2024,returned,USA
1249,William Moore,william.moore@yahoo.com,N/A,Headphones,computing,2.0,£544.94,02-19-2023,PENDING,USA
1222,ROBERT MOORE,robert.moore@gmail.com,(692) 273-1845,Speaker,ELECTRONICS,1.0,194.6,10-12-2023,SHIPPED,Germany
1218,Barbara  Smith,barbara.smith@gmail.com,163-478-9992,Laptop,MOBILE,2.0,$1299.19,2024/03/18,CANCELLED,Germany
1114,Jennifer  Johnson,jennifer.johnson@gmail.com,,Keyboard,AUDIO,1.0,,04/06/2023,Cancelled,UK
1341,Jennifer Moore,jennifer.moore@outlook.com,N/A,Headphones,Electronics,3.0,,2023/05/01,PENDING,France
1471,linda jones,linda.jones@outlook.com,N/A,Monitor,Accessories,10.0,457.92,09-23-2023,RETURNED,Canada
1233,Linda Johnson,linda.johnson@gmail.com,N/A,Charger,accessories,2.0,787.01,2023-09-02,RETURNED,USA
1214,BARBARA GARCIA,barbara.garcia@yahoo.com,830-876-9740,Charger,mobile,3.0,£150.41,01 Dec 2024,Cancelled,UK
1489,John Brown,john.brown@outlook.com,5133892724,Keyboard,computing,2.0,1067.14,2024/11/15,RETURNED,Canada
1188,Barbara Jones,barbara.jones@yahoo.com,8351721214,Charger,Electronics ,2.0,839.24,13/01/2024,returned,Canada
1335,James  Garcia,james.garcia@gmail.com,(509) 856-2333,Tablet,Audio,2.0,$912.72,2024/06/16,Returned,UK
1237,barbara williams,barbara.williams@outlook.com,N/A,Webcam,audio,3.0,422.36,2023-09-10,pending,
1160,BARBARA JOHNSON,barbara.johnson@gmail.com,301-369-2252,Laptop,Mobile,16.0,323.08,07-18-2024,RETURNED,France
1360,WILLIAM JONES,william.jones@gmail.com,3746652951,Keyboard, Electronics,2.0,$63.44,2023-10-12,Pending,UK
1238,,linda.wilson@yahoo.com,N/A,Charger,Accessories,3.0,$1425.15,01-03-2024,SHIPPED,USA
1180,Robert  Garcia,robert.garcia@outlook.com,(191) 552-6044,Tablet,computing,1.0,$5.14,12-19-2023,CANCELLED,USA
1091,MARY WILSON,mary.wilson@gmail.com,(337) 958-2245,Speaker, Mobile,2.0,£49.29,06 Apr 2024,shipped,Canada
1290,JAMES GARCIA,james.garcia@outlook.com,N/A,Monitor,Mobile,2.0,$1474.51,12-25-2023,PENDING,Canada
1423,Robert  Jones,robert.jones@gmail.com,2782501812,Phone,,3.0,871.94,2024-07-20,,Germany
1061,JAMES GARCIA,james.garcia@gmail.com,N/A,Mouse,Accessories ,2.0,£1386.84,26 Mar 2023,delivered,Canada
1236,Linda  Smith,linda.smith@gmail.com,N/A,Mouse,Accessories ,2.0,$1463.46,2023-12-10,DELIVERED,Canada
1479,Barbara Davis,barbara.davis@outlook.com,(823) 598-5093,Speaker,Mobile ,1.0,£88.89,2023/10/10,pending,Germany
1352,Linda Brown,linda.brown@outlook.com,N/A,Laptop,ACCESSORIES,3.0,£596.06,09 Jan 2024,SHIPPED,Germany
1444,WILLIAM BROWN,,,Monitor, Computing,2.0,$843.86,2023/03/21,Shipped,UK
1246,James  Garcia,james.garcia@gmail.com,(537) 478-7326,Laptop,COMPUTING,2.0,1466.4,09 Aug 2023,cancelled,Germany
1317,LINDA JOHNSON,linda.johnson@outlook.com,7544112527,Phone,mobile,5.0,,23/07/2023,cancelled,UK
1486,Michael Davis,michael.davis@yahoo.com,4311463305,Headphones,Mobile,8.0,237.86,09/02/2023,Returned,Germany
1370,LINDA WILSON,linda.wilson@outlook.com,8263327941,Monitor, Electronics,1.0,1115.99,25/09/2024,shipped,UK
1121,michael garcia,michael.garcia@gmail.com,,Laptop, Computing,8.0,1422.81,,shipped,USA
1469,William  Smith,william.smith@yahoo.com,161-399-7527,Mouse, Audio,3.0,1182.2,05-30-2023,Returned,UK
1377,Jennifer  Garcia,jennifer.garcia@gmail.com,N/A,Laptop,mobile,1.0,£962.12,04/08/2024,returned,USA
1110,Patricia Smith,patricia.smith@yahoo.com,N/A,Tablet,Audio,2.0,129.98,2024-06-07,SHIPPED,Germany
1146,michael miller,michael.miller@gmail.com,920-686-8341,Charger,AUDIO,3.0,1119.13,16 Apr 2023,Cancelled,Canada
1165,JOHN MOORE,john.moore@gmail.com,4505642127,Tablet,audio,1.0,307.51,2023/06/03,Delivered,France
1174,Michael  Williams,michael.williams@gmail.com,571-423-1137,Keyboard, Audio,2.0,£545.6,2023/07/11,Pending,Germany
1389,Barbara  Miller,barbara.miller@gmail.com,N/A,Headphones, Electronics,12.0,£617.66,12/02/2024,Delivered,Germany
1031,MARY WILLIAMS,mary.williams@yahoo.com,,Laptop,Audio,2.0,488.29,10/06/2024,returned,France
1023,Robert Johnson,robert.johnson@yahoo.com,484-506-4249,Speaker,Accessories,,1209.26,2023/12/22,CANCELLED,Germany
1279,Michael Miller,michael.miller@yahoo.com,(682) 932-5151,Monitor,Mobile,1.0,175.33,2023-07-03,Cancelled,USA
1032,John  Jones,john.jones@outlook.com,1297454920,Monitor,Mobile,1.0,340.93,17/04/2024,shipped,Germany
1358,BARBARA GARCIA,barbara.garcia@outlook.com,8793069741,Laptop,accessories,17.0,£1068.85,10 Jan 2024,delivered,USA
1021,jennifer miller,jennifer.miller@yahoo.com,N/A,Speaker,Mobile,3.0,207.87,06/07/2023,pending,Germany
1487,John Garcia,,(413) 513-7114,Speaker,Computing,2.0,47.6,,Cancelled,Canada
1053,James  Brown,james.brown@yahoo.com,(724) 262-6962,Monitor,Audio ,14.0,£83.29,03-09-2023,DELIVERED,France
1323,james garcia,james.garcia@outlook.com,3251983750,Laptop, Audio,2.0,$487.41,2024-10-01,returned,France
1274,Patricia Williams,patricia.williams@gmail.com,N/A,Tablet,Electronics ,3.0,538.0,13 Apr 2024,DELIVERED,UK
1229,LINDA JOHNSON,linda.johnson@yahoo.com,(510) 156-2485,Webcam,Computing,2.0,$973.45,21/07/2024,CANCELLED,UK
1363,John Smith,john.smith@yahoo.com,212-946-1222,Headphones,Accessories,1.0,1408.2,10/01/2023,RETURNED,Germany
1371,michael miller,michael.miller@gmail.com,(762) 534-4190,Phone,Electronics,,£1169.3,2023-01-29,Pending,Canada
1057,William  Williams,william.williams@gmail.com,(327) 936-8391,Laptop,Audio,16.0,564.07,03-25-2023,Shipped,Germany
1460,ROBERT SMITH,robert.smith@gmail.com,(527) 117-8319,Monitor, Electronics,2.0,1099.2,2023-09-12,DELIVERED,USA
1003,ROBERT DAVIS,robert.davis@gmail.com,314-786-5374,Speaker, Accessories,1.0,,2024/10/17,SHIPPED,Germany
1497,Patricia  Moore,patricia.moore@outlook.com,,Speaker,Mobile ,3.0,67.94,27/08/2024,Returned,USA
1059,barbara brown,barbara.brown@yahoo.com,,Tablet,Accessories,,106.18,04 Feb 2024,DELIVERED,France
1382,,william.johnson@outlook.com,N/A,Keyboard,Accessories ,1.0,297.36,05-08-2023,cancelled,France
1254,MARY WILLIAMS,mary.williams@yahoo.com,626-333-7677,Mouse,Electronics ,7.0,£208.19,2023/10/23,Delivered,Germany
1480,JOHN MOORE,john.moore@outlook.com,(190) 548-5017,Speaker,MOBILE,2.0,$1035.91,03-11-2023,pending,UK
1451,PATRICIA WILLIAMS,patricia.williams@gmail.com,3932825570,Speaker,Computing ,1.0,$412.84,07-01-2023,PENDING,France
1470,Mary  Davis,mary.davis@gmail.com,(450) 402-8285,Charger, Computing,12.0,$58.44,2023/06/01,Pending,UK
1243,LINDA GARCIA,linda.garcia@gmail.com,,Headphones,MOBILE,1.0,$1259.8,2023-06-15,Delivered,Germany
1075,james wilson,james.wilson@outlook.com,N/A,Phone,Accessories,3.0,981.07,2024-05-03,pending,Germany
1450,JAMES JONES,james.jones@outlook.com,,Charger,Electronics,1.0,$1095.68,2023/11/22,Delivered,USA
1440,robert garcia,robert.garcia@outlook.com,1976743773,Charger,mobile,1.0,607.78,2024/06/19,Shipped,France
1490,James Miller,james.miller@gmail.com,1142461558,Headphones,AUDIO,4.0,£723.76,2023/07/12,cancelled,UK
1081,Michael Miller,michael.miller@outlook.com,(995) 652-3178,Phone, Accessories,16.0,$195.38,04/01/2023,pending,Canada
1262,ROBERT WILSON,robert.wilson@yahoo.com,N/A,Monitor, Mobile,18.0,275.0,2024/10/04,SHIPPED,France
1027,John Davis,john.davis@gmail.com,(580) 590-8216,Headphones,ELECTRONICS,1.0,1234.06,18/05/2024,RETURNED,USA
1205,,linda.brown@outlook.com,564-519-8239,Speaker,Mobile,11.0,$420.78,2023-02-20,Shipped,
1294,John  Wilson,john.wilson@yahoo.com,252-987-6328,Speaker,Mobile ,1.0,£1350.87,07/07/2024,CANCELLED,Germany
1369,Mary Brown,mary.brown@gmail.com,9335263452,Charger, Accessories,3.0,£620.23,30/03/2024,Pending,UK
1482,William  Johnson,william.johnson@outlook.com,N/A,Monitor,,2.0,,2024/04/09,Cancelled,France
1353,patricia johnson,patricia.johnsonyahoo.com,531-861-6426,Headphones,Accessories ,1.0,634.54,2024-11-29,pending,Canada
1109,PATRICIA MILLER,,6064952847,Charger,Mobile,1.0,£1480.39,16 May 2023,returned,
1015,Patricia Brown,patricia.brown@outlook.com,(436) 385-2137,Mouse,Mobile ,1.0,£177.44,2023/07/02,Pending,USA
1148,MICHAEL JOHNSON,michael.johnson@outlook.com,2239727437,Charger,,3.0,74.52,06 Apr 2024,RETURNED,UK
1115,robert johnson,robert.johnson@outlook.com,5296031981,Monitor,Electronics,11.0,£622.52,14/04/2024,Returned,Canada
1408,Mary  Jones,mary.jones@yahoo.com,(939) 340-9957,Speaker, Audio,3.0,223.64,2023-07-09,Shipped,Canada
1156,Patricia  Jones,patricia.jones@yahoo.com,514-543-6183,Tablet, Electronics,4.0,99.54,03-16-2023,Returned,Germany
1060,barbara garcia,barbara.garcia@gmail.com,N/A,Charger,accessories,3.0,$60.29,2023-02-14,delivered,Germany
1194,william brown,william.brown@gmail.com,540-431-2467,Tablet,AUDIO,1.0,484.5,2023-11-09,PENDING,France
1099,james moore,james.moore@yahoo.com,4981044519,Monitor, Electronics,7.0,£284.5,21 Jul 2023,delivered,France
1312,William  Garcia,william.garcia@outlook.com,,Charger,Audio ,12.0,604.41,2023-08-01,shipped,UK
1491,JOHN JONES,john.jones@yahoo.com,(567) 779-2581,Webcam,Computing,3.0,$965.23,2023-04-07,Cancelled,USA
1042,JAMES SMITH,james.smith@gmail.com,905-678-4362,Webcam, Accessories,1.0,$496.2,02/09/2024,Pending,UK
1390,James Garcia,james.garcia@outlook.com,5766816268,Webcam,Electronics ,13.0,$322.2,2023/04/16,PENDING,Canada
1228,James Johnson,james.johnson@outlook.com,N/A,Headphones,Electronics,2.0,£231.65,2024/02/05,DELIVERED,France
1241,MARY DAVIS,mary.davis@yahoo.com,9197892075,Charger,Electronics,1.0,436.12,2023-04-22,Pending,UK
1080,Robert  Smith,robert.smith@yahoo.com,863-323-2196,Tablet,Computing,1.0,1479.28,02-02-2023,Cancelled,UK
1029,Robert Davis,robert.davis@outlook.com,N/A,Phone,mobile,2.0,1240.81,2023-03-03,PENDING,Canada
1447,Linda  Garcia,linda.garcia@gmail.com,(997) 295-7266,Headphones,electronics,,791.37,08-23-2024,Pending,Germany
1322,james jones,james.jones@yahoo.com,,Keyboard,Audio,1.0,£588.97,30/03/2024,Returned,USA
1240,Michael  Garcia,invalid-email,,Keyboard,ACCESSORIES,11.0,,2024-08-17,shipped,Germany
1269,Michael  Garcia,michael.garcia@yahoo.com,,Mouse,computing,3.0,554.56,2024/01/22,Shipped,USA
1213,WILLIAM GARCIA,william.garcia@gmail.com,9233905011,Phone, Computing,14.0,$668.25,30 Jan 2023,Delivered,France
1348,Barbara  Miller,barbara.miller@outlook.com,1098039414,Headphones,Accessories ,1.0,£1378.07,2023/09/13,CANCELLED,France
1058,John  Davis,N/A,1193624533,Webcam, Mobile,1.0,$1165.38,05/11/2023,Delivered,France
1169,Patricia Garcia,patricia.garciaoutlook.com,(510) 728-9536,Speaker,electronics,3.0,£21.01,19/07/2023,RETURNED,Canada
1063,LINDA GARCIA,linda.garcia@yahoo.com,(687) 240-9674,Tablet,COMPUTING,1.0,$43.74,2024/05/26,CANCELLED,USA
1404,Patricia Miller,patricia.miller@yahoo.com,N/A,Tablet,Audio,2.0,$897.57,31 Jul 2024,PENDING,UK
1112,Robert Wilson,robert.wilson@yahoo.com,N/A,Charger,MOBILE,3.0,,2024-01-12,,
1085,Barbara Smith,barbara.smith@gmail.com,N/A,Keyboard,COMPUTING,1.0,1406.05,2024-05-05,RETURNED,UK
1411,BARBARA MOORE,barbara.moore@outlook.com,513-169-1736,Headphones,Accessories,3.0,1401.68,2023-11-28,Shipped,
1378,MICHAEL JONES,michael.jones@outlook.com,N/A,Phone,Computing ,17.0,£325.09,08/07/2023,delivered,Germany
1385,James  Williams,james.williams@outlook.com,4662914927,Monitor, Accessories,3.0,1156.74,09/10/2023,SHIPPED,USA
1454,LINDA BROWN,linda.brown@outlook.com,(445) 594-7572,Laptop, Accessories,3.0,£641.71,14 Aug 2024,Returned,UK
1130,MARY JONES,mary.jones@yahoo.com,770-597-8750,Headphones,Computing ,8.0,914.94,09 Feb 2023,PENDING,UK
1259,BARBARA GARCIA,N/A,(231) 957-7003,Speaker,ELECTRONICS,1.0,£645.08,02-26-2024,DELIVERED,UK
1097,JAMES JOHNSON,james.johnson@gmail.com,N/A,Mouse,Audio ,1.0,520.73,09/05/2024,pending,USA
1442,michael davis,michael.davis@outlook.com,N/A,Tablet,ELECTRONICS,3.0,£1493.64,06-19-2024,returned,Canada
1178,Jennifer  Moore,jennifer.moore@yahoo.com,9741233048,Monitor,electronics,3.0,159.0,2024/04/29,Delivered,France
1443,Robert  Davis,robert.davis@gmail.com,8648373217,Webcam,Audio,3.0,272.94,10/03/2023,PENDING,UK
1500,Michael  Garcia,michael.garcia@outlook.com,N/A,Mouse,Computing ,1.0,£1439.17,17/01/2023,SHIPPED,Germany
1142,michael jones,michael.jones@gmail.com,(312) 804-8875,Keyboard,Electronics,1.0,1253.67,02/06/2023,Returned,USA
1483,PATRICIA MOORE,patricia.moore@outlook.com,,Headphones,accessories,2.0,276.47,2024/06/30,Delivered,Canada
1341,Jennifer Moore,jennifer.moore@outlook.com,N/A,Headphones,Electronics,3.0,,2023/05/01,PENDING,France
1388,JENNIFER WILSON,jennifer.wilson@yahoo.com,N/A,Keyboard,computing,2.0,1443.0,2024/08/20,Pending,UK
1495,Robert Wilson,robert.wilson@outlook.com,(337) 776-8180,Phone, Mobile,1.0,£110.25,06/10/2023,cancelled,USA
1359,,robert.smith@outlook.com,,Webcam,electronics,18.0,,2024/02/15,Pending,UK
1337,BARBARA JOHNSON,barbara.johnson@yahoo.com,,Tablet,accessories,1.0,440.01,04-02-2023,Returned,USA
1268,Mary  Garcia,mary.garcia@outlook.com,N/A,Laptop,electronics,1.0,$9.6,10-05-2024,PENDING,USA
1265,Barbara Wilson,barbara.wilson@outlook.com,(694) 893-9605,Charger,electronics,2.0,497.28,30 Aug 2023,Shipped,USA
1082,Mary  Smith,mary.smith@outlook.com,116-346-4376,Phone,Mobile,18.0,1009.68,08/09/2023,cancelled,UK
1485,BARBARA GARCIA,barbara.garcia@yahoo.com,(192) 918-9305,Charger, Computing,3.0,29.14,06 Mar 2024,delivered,Germany
1327,patricia smith,patricia.smith@gmail.com,2777069992,Keyboard,Mobile,3.0,$470.64,08 Sep 2023,SHIPPED,UK
1477,patricia miller,patricia.miller@gmail.com,N/A,Speaker,AUDIO,2.0,£710.61,2024-01-15,,Germany
1219,jennifer miller,jennifer.miller@yahoo.com,786-228-3200,Phone,electronics,3.0,$1462.59,2023-03-28,cancelled,Canada
1453,Jennifer  Moore,jennifer.moore@outlook.com,(134) 430-2713,Laptop,Accessories ,2.0,508.32,07-11-2023,Pending,France
1285,John Williams,john.williams@gmail.com,216-732-4714,Webcam,Accessories ,2.0,1178.4,07-24-2024,SHIPPED,Canada
1306,James  Davis,james.davis@yahoo.com,(735) 734-2659,Laptop, Audio,14.0,292.76,2023/01/13,DELIVERED,UK
1457,JOHN BROWN,john.brown@yahoo.com,942-101-7523,Keyboard,Accessories ,1.0,320.79,,CANCELLED,UK
1054,JOHN GARCIA,john.garcia@outlook.com,(501) 232-2388,Webcam,AUDIO,8.0,144.71,06-04-2024,delivered,Germany
1172,james jones,james.jones@yahoo.com,789-866-6603,Webcam,Accessories ,2.0,£331.76,2023-07-07,CANCELLED,UK
1201,patricia brown,patricia.brown@gmail.com,(549) 987-9027,Charger,Accessories ,1.0,913.86,17 Nov 2023,RETURNED,Canada
1295,Mary Wilson,mary.wilson@gmail.com,,Webcam,Accessories ,1.0,$184.82,01-20-2023,Shipped,
1140,michael smith,michael.smith@gmail.com,,Webcam,Accessories,,£565.91,2024/07/01,DELIVERED,USA
1405,linda wilson,linda.wilson@yahoo.com,9535472573,Webcam,,2.0,705.23,22 Apr 2024,cancelled,USA
1297,Jennifer  Jones,,N/A,Webcam,Mobile ,2.0,95.64,20 Jul 2024,delivered,USA
1067,Barbara Smith,invalid-email,,Laptop, Audio,2.0,727.0,01 Nov 2023,DELIVERED,USA
1437,John  Wilson,john.wilson@outlook.com,(920) 265-7125,Tablet, Accessories,,58.93,23/06/2024,,France
1278,jennifer davis,jennifer.davis@outlook.com,,Phone,Computing ,1.0,,2023-11-04,,Germany
1307,John Smith,john.smith@gmail.com,(546) 625-6861,Speaker,mobile,3.0,£466.47,10-26-2023,DELIVERED,Canada
1223,JENNIFER WILLIAMS,jennifer.williams@outlook.com,285-918-9640,Mouse,electronics,3.0,1130.38,2024-01-28,CANCELLED,UK
1480,JOHN MOORE,john.moore@outlook.com,(190) 548-5017,Speaker,MOBILE,2.0,$1035.91,03-11-2023,pending,UK
1100,BARBARA WILLIAMS,barbara.williams@outlook.com,788-237-6131,Keyboard,Computing,2.0,1041.69,2024/03/04,SHIPPED,France
1296,Michael  Williams,michael.williams@gmail.com,424-491-5213,Phone, Electronics,2.0,£220.33,2023-04-02,pending,UK
1149,john moore,john.moore@outlook.com,,Tablet, Audio,2.0,£599.82,29 Oct 2023,Shipped,France
1016,Patricia Jones,patricia.jones@outlook.com,6329259821,Mouse,Audio,14.0,474.3,2023/11/04,PENDING,France
1164,barbara moore,barbara.moore@gmail.com,140-686-3406,Headphones,computing,3.0,901.04,11-08-2024,Delivered,France
1302,Barbara Brown,barbara.brown@gmail.com,(753) 505-2817,Speaker,Mobile ,9.0,$294.69,2023/03/08,SHIPPED,USA
1047,Barbara Moore,barbara.moore@outlook.com,949-810-5381,Headphones,COMPUTING,2.0,$14.13,02 Aug 2024,Delivered,USA
1087,Jennifer  Jones,jennifer.jones@outlook.com,(602) 571-3756,Headphones, Accessories,1.0,1375.76,20/06/2024,,USA
1038,ROBERT BROWN,robert.brown@gmail.com,735-356-3240,Laptop,Computing ,5.0,$550.47,04-03-2023,PENDING,France
1441,james jones,james.jones@outlook.com,6586116128,Mouse,Audio ,20.0,1288.69,18 Apr 2023,delivered,
1387,Jennifer  Garcia,jennifer.garcia@outlook.com,(105) 262-9548,Phone, Accessories,4.0,$39.44,08-10-2023,Delivered,USA
1419,mary brown,mary.brown@outlook.com,859-666-4453,Mouse,Accessories,3.0,976.61,27/04/2023,Cancelled,Germany
1207,James Johnson,james.johnson@yahoo.com,N/A,Speaker,COMPUTING,20.0,£1492.56,2023/05/13,returned,Canada
1409,Robert  Miller,robert.miller@outlook.com,5755267960,Laptop,Computing ,7.0,£587.2,2023/02/04,Cancelled,Germany
